idx,comment,emotion,date,url
480,tekdhbou 3al 3bed moch 7ram 3likom,negative,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
481,orange dima fl3aleli,positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
482,orange dima mfar7etna :D merci orange <3,positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
483,orange test7a9 ne9fou m3aha hhhhhhhhhh,positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
484,orange ya mdaw5ethom :D,positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
485,a3az offre 3and orange ;),positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
486,orange the best in tunisia <3,positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
487,Hey orange mak ta7founa 9oul l Wafa lintouma mat4achachtouch 3a les cmtaires w t5admouha ba3ed 3andkom :p,positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
488,NHEB NIRBAH,positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
489,amane orange je suis une cliente chez vous inhibe nirbahe mara im3akom telephone 😉😉🤗😘,positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
490,Wen nsob flous ine7iw 500mil 3leh n7eb na7eha wala 5alini nbadel le puc,negative,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
491,نحب نفهم توة علاش تزيدوا فاللايت نمشي باش نصب دينار يقلي لا ماعادش تصب من 1500 و انت طالعة و لا زيد ب 1700 !! عملتو العار,negative,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
492,سلام بربي وين نصب دينار تكلوهالي توا صبيت دينار قعدة 500 شنو لحل زح و منيش متسلف,negative,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
493,Ya5iy aaleh forfait 7j walet tshed 4j kahaw yeser taklou fiy laabed rahou,negative,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
494,"Orange l3ez
",positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
495,Orange :D,positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
496,vraiment ya3tikom sa77a dima trab7ou fi des smartphones,positive,2018-01-11T22:05:00+0000,https://www.facebook.com/298166859034_10156001130379035
497,Yekhi société mondiale kif orange w réseaux mte3kimm yesser faible  c'est grave walahh :3,negative,2018-01-12T15:17:11+0000,https://www.facebook.com/298166859034_10156001130499035
498,meilleur réseau after oredoo :p,negative,2018-01-12T15:08:04+0000,https://www.facebook.com/298166859034_10156001130499035
